player_api_id,player_name,team_api_id,team_fifa_api_id,team_name,team_long_name,Country,League,season,PiyasaDegeri
505942,Aaron Appindangoye,8613,1898,Boavista FC,Boavista FC,Portugal,Portugal Liga ZON Sagres,2014/2015,600000
155782,Aaron Cresswell,8654,19,West Ham United,West Ham United,England,England Premier League,2015/2016,12000000
162549,Aaron Doran,8066,620,Inverness Caledonian Thistle,Inverness Caledonian Thistle,Scotland,Scotland Premier League,2014/2015,400000
27316,Aaron Hunt,9790,28,Hamburger SV,Hamburger SV,Germany,Germany 1. Bundesliga,2015/2016,3000000
564793,Aaron Kuhl,9938,181,Dundee United,Dundee United,Scotland,Scotland Premier League,2015/2016,150000
30895,Aaron Lennon,8668,7,Everton,Everton,England,England Premier League,2015/2016,6000000
528212,Aaron Lennox,8485,77,Aberdeen,Aberdeen,Scotland,Scotland Premier League,2015/2016,50000
101042,Aaron Meijers,10217,650,ADO Den Haag,ADO Den Haag,Netherlands,Netherlands Eredivisie,2015/2016,1000000
40719,Aaron Niguez,10264,1896,SC Braga,SC Braga,Portugal,Portugal Liga ZON Sagres,2015/2016,500000
75489,Aaron Ramsey,9825,1,Arsenal,Arsenal,England,England Premier League,2015/2016,35000000
597948,Aaron Splaine,8597,82,Kilmarnock,Kilmarnock,Scotland,Scotland Premier League,2015/2016,75000
167027,Abdelaziz Barrada,8592,219,Olympique de Marseille,Olympique de Marseille,France,France Ligue 1,2015/2016,2500000
128456,Abdelhamid El Kaoutari,9837,379,Stade de Reims,Stade de Reims,France,France Ligue 1,2015/2016,2500000
42664,Abdelkader Ghezzal,10167,50,Parma,Parma,Italy,Italy Serie A,2014/2015,200000
467485,Abdelmalek El Hasnaoui,6413,1914,PEC Zwolle,PEC Zwolle,Netherlands,Netherlands Eredivisie,2015/2016,200000
563215,Abdou Diallo,10000,15005,SV Zulte-Waregem,SV Zulte-Waregem,Belgium,Belgium Jupiler League,2015/2016,1200000
41093,Abdou Traore,9827,59,Girondins de Bordeaux,Girondins de Bordeaux,France,France Ligue 1,2015/2016,800000
564712,Abdoul Ba,8588,64,RC Lens,RC Lens,France,France Ligue 1,2014/2015,400000
67334,Abdoul Karim Yoda,8305,1860,Getafe CF,Getafe CF,Spain,Spain LIGA BBVA,2015/2016,1500000
173955,Abdoul Razzagui Camara,8121,1530,Angers SCO,Angers SCO,France,France Ligue 1,2015/2016,1250000
39562,Abdoulay Konko,8543,46,Lazio,Lazio,Italy,Italy Serie A,2015/2016,900000
191784,Abdoulaye Ba,8370,480,Rayo Vallecano,Rayo Vallecano,Spain,Spain LIGA BBVA,2014/2015,2000000
201915,Abdoulaye Diaby,8342,231,Club Brugge KV,Club Brugge KV,Belgium,Belgium Jupiler League,2015/2016,6000000
189181,Abdoulaye Diallo,9851,74,Stade Rennais FC,Stade Rennais FC,France,France Ligue 1,2015/2016,1000000
194479,Abdoulaye Diallo Sadio,7794,58,SC Bastia,SC Bastia,France,France Ligue 1,2015/2016,1250000
352887,Abdoulaye Doucoure,7878,110832,Granada CF,Granada CF,Spain,Spain LIGA BBVA,2015/2016,6000000
409003,Abdoulaye Keita,7794,58,SC Bastia,SC Bastia,France,France Ligue 1,2014/2015,300000
439366,Abdoulaye Toure,9830,71,FC Nantes,FC Nantes,France,France Ligue 1,2015/2016,150000
148827,Abdoulwahid Sissoko,7878,110832,Granada CF,Granada CF,Spain,Spain LIGA BBVA,2014/2015,800000
196947,Abdul Majeed Waris,8689,217,FC Lorient,FC Lorient,France,France Ligue 1,2015/2016,4500000
89405,Abdul Osman,8426,1754,Partick Thistle F.C.,Partick Thistle F.C.,Scotland,Scotland Premier League,2015/2016,350000
324910,Abdul Rahman Baba,8455,5,Chelsea,Chelsea,England,England Premier League,2015/2016,12000000
525595,Abdullahi Shehu,6367,2000001,Uniao da Madeira,Uniao da Madeira,Portugal,Portugal Liga ZON Sagres,2015/2016,500000
24385,Abel Aguilar,9807,1889,CF Os Belenenses,CF Os Belenenses,Portugal,Portugal Liga ZON Sagres,2015/2016,1250000
29904,Abel Gomez,7869,1867,Córdoba CF,Córdoba CF,Spain,Spain LIGA BBVA,2014/2015,300000
105548,Abel Hernandez,8667,1952,Hull City,Hull City,England,England Premier League,2014/2015,8000000
172875,Abel Issa Camara,9807,1889,CF Os Belenenses,CF Os Belenenses,Portugal,Portugal Liga ZON Sagres,2015/2016,750000
240556,Abel Tamata,8674,1915,FC Groningen,FC Groningen,Netherlands,Netherlands Eredivisie,2015/2016,500000
114503,Abiola Dauda,9860,80,Heart of Midlothian,Heart of Midlothian,Scotland,Scotland Premier League,2015/2016,500000
27277,Abou Diaby,8592,219,Olympique de Marseille,Olympique de Marseille,France,France Ligue 1,2015/2016,500000
581141,Aboubakar Kamara,8571,100081,KV Kortrijk,KV Kortrijk,Belgium,Belgium Jupiler League,2015/2016,300000
80592,Aboubakar Oumarou,8475,110913,Waasland-Beveren,Waasland-Beveren,Belgium,Belgium Jupiler League,2014/2015,800000
165706,Abraham Gonzalez,8558,452,RCD Espanyol,RCD Espanyol,Spain,Spain LIGA BBVA,2015/2016,1500000
213695,Abraham Minero,8372,467,SD Eibar,SD Eibar,Spain,Spain LIGA BBVA,2014/2015,500000
660145,Achille Vaarnold,10229,1906,AZ,AZ,Netherlands,Netherlands Eredivisie,2015/2016,200000
293235,Achraf Lazaar,8540,1843,Palermo,Palermo,Italy,Italy Serie A,2015/2016,3000000
495841,Adalberto Penaranda,7878,110832,Granada CF,Granada CF,Spain,Spain LIGA BBVA,2015/2016,4000000
519835,Adam Armstrong,10261,13,Newcastle United,Newcastle United,England,England Premier League,2014/2015,1500000
157303,Adam Bogdan,8650,9,Liverpool,Liverpool,England,England Premier League,2015/2016,1500000
557396,Adam Buksa,8030,111091,Lechia Gdańsk,Lechia Gdańsk,Poland,Poland Ekstraklasa,2015/2016,150000
180197,Adam Collin,8485,77,Aberdeen,Aberdeen,Scotland,Scotland Premier League,2015/2016,250000
68962,Adam Danch,8020,2000002,Polonia Bytom,Polonia Bytom,Poland,Poland Ekstraklasa,2015/2016,400000
429870,Adam Deja,8033,111087,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,Poland,Poland Ekstraklasa,2015/2016,150000
361712,Adam Dzwigala,8020,2000002,Polonia Bytom,Polonia Bytom,Poland,Poland Ekstraklasa,2015/2016,150000
38617,Adam Federici,8678,1943,Bournemouth,Bournemouth,England,England Premier League,2015/2016,1000000
173993,Adam Fraczczak,8023,110746,Pogoń Szczecin,Pogoń Szczecin,Poland,Poland Ekstraklasa,2015/2016,400000
277313,Adam Gyurcso,8023,110746,Pogoń Szczecin,Pogoń Szczecin,Poland,Poland Ekstraklasa,2015/2016,600000
89240,Adam Hlousek,8673,1871,Legia Warszawa,Legia Warszawa,Poland,Poland Ekstraklasa,2015/2016,1000000
24159,Adam Johnson,8472,106,Sunderland,Sunderland,England,England Premier League,2015/2016,7500000
43317,Adam Kokoszka,8025,111092,Śląsk Wrocław,Śląsk Wrocław,Poland,Poland Ekstraklasa,2015/2016,300000
37234,Adam Lallana,8650,9,Liverpool,Liverpool,England,England Premier League,2015/2016,19000000
209372,Adam Maher,8640,247,PSV,PSV,Netherlands,Netherlands Eredivisie,2015/2016,4000000
478447,Adam Marusic,8571,100081,KV Kortrijk,KV Kortrijk,Belgium,Belgium Jupiler League,2015/2016,1500000
500502,Adam Masina,9857,189,Bologna,Bologna,Italy,Italy Serie A,2015/2016,4000000
170593,Adam Matthews,9925,78,Celtic,Celtic,Scotland,Scotland Premier League,2014/2015,2500000
185336,Adam Matuschyk,8722,31,1. FC Köln,1. FC Köln,Germany,Germany 1. Bundesliga,2014/2015,600000
69249,Adam Mojta,8033,111087,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,Poland,Poland Ekstraklasa,2015/2016,350000
407308,Adam Morgan,8467,100804,St. Johnstone FC,St. Johnstone FC,Scotland,Scotland Premier League,2014/2015,200000
12245,Adam Nemec,8525,1907,Willem II,Willem II,Netherlands,Netherlands Eredivisie,2015/2016,600000
684978,Adam Ounas,9827,59,Girondins de Bordeaux,Girondins de Bordeaux,France,France Ligue 1,2015/2016,4000000
306507,Adam Pazio,8033,111087,Podbeskidzie Bielsko-Biała,Podbeskidzie Bielsko-Biała,Poland,Poland Ekstraklasa,2015/2016,200000
31916,Adam Rooney,8485,77,Aberdeen,Aberdeen,Scotland,Scotland Premier League,2015/2016,650000
555649,Adam Ryczkowski,8673,1871,Legia Warszawa,Legia Warszawa,Poland,Poland Ekstraklasa,2015/2016,150000
160447,Adam Smith,8678,1943,Bournemouth,Bournemouth,England,England Premier League,2015/2016,2000000
36774,Adam Szalai,9904,485,Hannover 96,Hannover 96,Germany,Germany 1. Bundesliga,2015/2016,1500000
243068,Adam Taggart,9938,181,Dundee United,Dundee United,Scotland,Scotland Premier League,2015/2016,400000
164360,Adama Francois,10238,665,Vitória Setúbal,Vitória Setúbal,Portugal,Portugal Liga ZON Sagres,2015/2016,650000
357881,Adama Soumaoro,8639,65,LOSC Lille,LOSC Lille,France,France Ligue 1,2015/2016,2000000
533212,Adama Traore,9829,69,AS Monaco,AS Monaco,France,France Ligue 1,2015/2016,7000000
181211,Adama Traore,9931,896,FC Basel,FC Basel,Switzerland,Switzerland Super League,2015/2016,750000
103866,Adamo Coulibaly,8588,64,RC Lens,RC Lens,France,France Ligue 1,2014/2015,200000
47394,Adel Taarabt,10172,15,Queens Park Rangers,Queens Park Rangers,England,England Premier League,2014/2015,800000
155738,Adem Ljajic,8636,44,Inter,Inter,Italy,Italy Serie A,2015/2016,10000000
568920,Aderlan,10215,1901,Académica de Coimbra,Académica de Coimbra,Portugal,Portugal Liga ZON Sagres,2015/2016,750000
361710,Aderlan Santos,10267,461,Valencia CF,Valencia CF,Spain,Spain LIGA BBVA,2015/2016,5000000
45816,Adil Auassar,10218,1971,Excelsior,Excelsior,Netherlands,Netherlands Eredivisie,2015/2016,700000
77741,Adil Rami,8302,481,Sevilla FC,Sevilla FC,Spain,Spain LIGA BBVA,2015/2016,7000000
131409,Adlene Guedioura,9817,1795,Watford,Watford,England,England Premier League,2015/2016,1000000
132844,Admir Mehmedi,8178,32,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Germany,Germany 1. Bundesliga,2015/2016,5000000
45815,Adnan Alisic,6631,100626,FC Dordrecht,FC Dordrecht,Netherlands,Netherlands Eredivisie,2014/2015,150000
449241,Adnan Januzaj,10260,11,Manchester United,Manchester United,England,England Premier League,2015/2016,7000000
261599,Adnane Tighadouini,9864,573,Málaga CF,Málaga CF,Spain,Spain LIGA BBVA,2015/2016,1000000
154950,Adrian Basta,8019,110565,Górnik Łęczna,Górnik Łęczna,Poland,Poland Ekstraklasa,2015/2016,150000
102572,Adrian Colunga,7878,110832,Granada CF,Granada CF,Spain,Spain LIGA BBVA,2014/2015,500000
482331,Adrian Embarba,8370,480,Rayo Vallecano,Rayo Vallecano,Spain,Spain LIGA BBVA,2015/2016,1500000
40501,Adrian Gonzalez,8372,467,SD Eibar,SD Eibar,Spain,Spain LIGA BBVA,2015/2016,3000000
178574,Adrian Gunino,7869,1867,Córdoba CF,Córdoba CF,Spain,Spain LIGA BBVA,2014/2015,800000
45744,Adrian Lopez,10205,483,Villarreal CF,Villarreal CF,Spain,Spain LIGA BBVA,2015/2016,4000000
23358,Adrian Mariappa,9826,1799,Crystal Palace,Crystal Palace,England,England Premier League,2015/2016,1500000
571685,Adrian Marin,10205,483,Villarreal CF,Villarreal CF,Spain,Spain LIGA BBVA,2015/2016,1000000
112976,Adrian Nikci,10191,1715,FC Thun,FC Thun,Switzerland,Switzerland Super League,2014/2015,350000
239253,Adrian Rakowski,8021,110749,Zagłębie Lubin,Zagłębie Lubin,Poland,Poland Ekstraklasa,2015/2016,250000
50345,Adrian Ramos,9789,22,Borussia Dortmund,Borussia Dortmund,Germany,Germany 1. Bundesliga,2015/2016,6000000
114790,Adrian Winter,10199,897,FC Luzern,FC Luzern,Switzerland,Switzerland Super League,2014/2015,600000
33992,Adriano,8634,241,FC Barcelona,FC Barcelona,Spain,Spain LIGA BBVA,2015/2016,3000000
280969,Adriano Facchini,9764,1888,Gil Vicente FC,Gil Vicente FC,Portugal,Portugal Liga ZON Sagres,2014/2015,500000
38122,Adriano Russo,9891,111657,Frosinone,Frosinone,Italy,Italy Serie A,2015/2016,450000
352879,Adrien Rabiot,9847,73,Paris Saint-Germain,Paris Saint-Germain,France,France Ligue 1,2015/2016,12000000
557353,Adrien Rawyler,10191,1715,FC Thun,FC Thun,Switzerland,Switzerland Super League,2014/2015,50000
188413,Adrien Regattin,9941,1809,Toulouse FC,Toulouse FC,France,France Ligue 1,2015/2016,2000000
40930,Adrien Silva,9768,237,Sporting CP,Sporting CP,Portugal,Portugal Liga ZON Sagres,2015/2016,25000000
317062,Adrien Thomasson,9830,71,FC Nantes,FC Nantes,France,France Ligue 1,2015/2016,3000000
242719,Adrien Trebel,9985,232,Standard de Liège,Standard de Liège,Belgium,Belgium Jupiler League,2015/2016,4000000
263276,Adryan,9830,71,FC Nantes,FC Nantes,France,France Ligue 1,2015/2016,2500000
213366,Afriyie Acquah,9804,54,Torino,Torino,Italy,Italy Serie A,2015/2016,3000000
441441,Ager Aketxe,8315,448,Athletic Club de Bilbao,Athletic Club de Bilbao,Spain,Spain LIGA BBVA,2015/2016,1000000
256728,Agustin Vuletich,158085,112513,FC Arouca,FC Arouca,Portugal,Portugal Liga ZON Sagres,2014/2015,400000
513810,Ahmed El Messaoudi,8203,110724,KV Mechelen,KV Mechelen,Belgium,Belgium Jupiler League,2015/2016,400000
111930,Ahmed El Mohamady,8667,1952,Hull City,Hull City,England,England Premier League,2014/2015,4000000
403003,Ahmed Hassan Koka,10264,1896,SC Braga,SC Braga,Portugal,Portugal Liga ZON Sagres,2015/2016,4500000
41182,Ahmed Kantari,8588,64,RC Lens,RC Lens,France,France Ligue 1,2014/2015,1000000
120917,Ahmed Kashi,8550,68,FC Metz,FC Metz,France,France Ligue 1,2014/2015,1000000
410141,Aidan Connolly,9938,181,Dundee United,Dundee United,Scotland,Scotland Premier League,2015/2016,150000
582500,Aidan Nesbitt,8426,1754,Partick Thistle F.C.,Partick Thistle F.C.,Scotland,Scotland Premier League,2015/2016,100000
32448,Aiden McGeady,8668,7,Everton,Everton,England,England Premier League,2014/2015,4000000
213737,Airam Cabrera,8245,111083,Korona Kielce,Korona Kielce,Poland,Poland Ekstraklasa,2015/2016,500000
715642,Aissa Laidouni,8121,1530,Angers SCO,Angers SCO,France,France Ligue 1,2015/2016,100000
210683,Aissa Mandi,9837,379,Stade de Reims,Stade de Reims,France,France Ligue 1,2015/2016,4500000
33451,Alaeddine Yahia,7819,210,SM Caen,SM Caen,France,France Ligue 1,2015/2016,500000
34268,Alain Nef,10243,894,FC Zürich,FC Zürich,Switzerland,Switzerland Super League,2015/2016,150000
36785,Alain Rochat,10192,900,BSC Young Boys,BSC Young Boys,Switzerland,Switzerland Super League,2015/2016,250000
95220,Alain Wiss,10190,898,FC St. Gallen,FC St. Gallen,Switzerland,Switzerland Super League,2015/2016,750000
25926,Alan,10264,1896,SC Braga,SC Braga,Portugal,Portugal Liga ZON Sagres,2015/2016,400000
32547,Alan Gow,9800,100805,St. Mirren,St. Mirren,Scotland,Scotland Premier League,2014/2015,400000
267728,Alan Henrique,10214,1891,CD Nacional,CD Nacional,Portugal,Portugal Liga ZON Sagres,2015/2016,250000
32870,Alan Hutton,10252,2,Aston Villa,Aston Villa,England,England Premier League,2015/2016,2000000
14100,Alan Mannus,8467,100804,St. Johnstone FC,St. Johnstone FC,Scotland,Scotland Premier League,2015/2016,450000
32845,Alan Martin,8429,184,Hamilton Academical FC,Hamilton Academical FC,Scotland,Scotland Premier League,2015/2016,125000
667963,Alan Schons,8348,1900,Moreirense FC,Moreirense FC,Portugal,Portugal Liga ZON Sagres,2015/2016,250000
312585,Alan Uryga,10265,1873,Wisła Kraków,Wisła Kraków,Poland,Poland Ekstraklasa,2015/2016,400000
441173,Alassane Diallo,10001,681,KVC Westerlo,KVC Westerlo,Belgium,Belgium Jupiler League,2014/2015,400000
294859,Alassane Plea,9831,72,OGC Nice,OGC Nice,France,France Ligue 1,2015/2016,7000000
289250,Alassane Tambe,10233,110556,Genoa,Genoa,Italy,Italy Serie A,2014/2015,400000
160220,Alassane Toure,6391,110316,GFC Ajaccio,GFC Ajaccio,France,France Ligue 1,2015/2016,400000
698273,Alban Lafont,9941,1809,Toulouse FC,Toulouse FC,France,France Ligue 1,2015/2016,4000000
94883,Alban Meha,8460,10030,SC Paderborn 07,SC Paderborn 07,Germany,Germany 1. Bundesliga,2014/2015,1800000
177689,Alban Pnishi,9956,322,Grasshopper Club Zürich,Grasshopper Club Zürich,Switzerland,Switzerland Super League,2015/2016,500000
37503,Albano Benjamin Bizzarri,8533,192,Chievo Verona,Chievo Verona,Italy,Italy Serie A,2015/2016,200000
35831,Albert Bunjaku,10190,898,FC St. Gallen,FC St. Gallen,Switzerland,Switzerland Super League,2015/2016,300000
396912,Albert Rafetraniaina,9831,72,OGC Nice,OGC Nice,France,France Ligue 1,2014/2015,800000
484858,Albert Rusnak,8674,1915,FC Groningen,FC Groningen,Netherlands,Netherlands Eredivisie,2015/2016,1750000
27694,Alberto Aquilani,9768,237,Sporting CP,Sporting CP,Portugal,Portugal Liga ZON Sagres,2015/2016,2000000
299879,Alberto Brignoli,9882,1837,Sampdoria,Sampdoria,Italy,Italy Serie A,2015/2016,1200000
41168,Alberto Bueno,9773,236,FC Porto,FC Porto,Portugal,Portugal Liga ZON Sagres,2015/2016,4000000
38395,Alberto Cifuentes,8028,111086,Piast Gliwice,Piast Gliwice,Poland,Poland Ekstraklasa,2014/2015,200000
47565,Alberto De la Bella,8560,457,Real Sociedad,Real Sociedad,Spain,Spain LIGA BBVA,2015/2016,1250000
102394,Alberto Garcia,9869,459,Real Sporting de Gijón,Real Sporting de Gijón,Spain,Spain LIGA BBVA,2015/2016,300000
30881,Alberto Gilardino,8540,1843,Palermo,Palermo,Italy,Italy Serie A,2015/2016,1000000
575364,Alberto Grassi,8524,39,Atalanta,Atalanta,Italy,Italy Serie A,2015/2016,4000000
543020,Alberto Guitian,9869,459,Real Sporting de Gijón,Real Sporting de Gijón,Spain,Spain LIGA BBVA,2015/2016,600000
37451,Alberto Lopo,9783,242,RC Deportivo de La Coruña,RC Deportivo de La Coruña,Spain,Spain LIGA BBVA,2015/2016,100000
314605,Alberto Moreno,8650,9,Liverpool,Liverpool,England,England Premier League,2015/2016,12000000
109121,Alberto Paloschi,10003,1960,Swansea City,Swansea City,England,England Premier League,2015/2016,6000000
39302,Alberto Pelagotti,8534,1746,Empoli,Empoli,Italy,Italy Serie A,2015/2016,500000
74028,Alberto Pomini,7943,111974,Sassuolo,Sassuolo,Italy,Italy Serie A,2014/2015,100000
527104,Albian Ajeti,9931,896,FC Basel,FC Basel,Switzerland,Switzerland Super League,2015/2016,1000000
71768,Albin Ekdal,9790,28,Hamburger SV,Hamburger SV,Germany,Germany 1. Bundesliga,2015/2016,4500000
493418,Albion Avdijaj,9824,286,FC Vaduz,FC Vaduz,Switzerland,Switzerland Super League,2015/2016,400000
661509,Aldin Turkes,10243,894,FC Zürich,FC Zürich,Switzerland,Switzerland Super League,2015/2016,300000
93343,Aldo Angoula,4087,111271,Évian Thonon Gaillard FC,Évian Thonon Gaillard FC,France,France Ligue 1,2014/2015,250000
664961,Aldo Kalulu,9748,66,Olympique Lyonnais,Olympique Lyonnais,France,France Ligue 1,2015/2016,600000
39345,Aleandro Rosi,9891,111657,Frosinone,Frosinone,Italy,Italy Serie A,2015/2016,800000
450292,Alef,10264,1896,SC Braga,SC Braga,Portugal,Portugal Liga ZON Sagres,2015/2016,650000
189192,Aleix Vidal,8634,241,FC Barcelona,FC Barcelona,Spain,Spain LIGA BBVA,2015/2016,7500000
191906,Alejandro Arribas,9783,242,RC Deportivo de La Coruña,RC Deportivo de La Coruña,Spain,Spain LIGA BBVA,2015/2016,3000000
169217,Alejandro Bedoya,9830,71,FC Nantes,FC Nantes,France,France Ligue 1,2015/2016,2000000
151079,Alejandro Bergantinos,9783,242,RC Deportivo de La Coruña,RC Deportivo de La Coruña,Spain,Spain LIGA BBVA,2015/2016,3000000
97657,Alejandro Faurlin,10172,15,Queens Park Rangers,Queens Park Rangers,England,England Premier League,2014/2015,1800000
303484,Alejandro Galvez,8697,38,SV Werder Bremen,SV Werder Bremen,Germany,Germany 1. Bundesliga,2015/2016,2500000
168569,Alejandro Gonzalez,8529,1842,Cagliari,Cagliari,Italy,Italy Serie A,2014/2015,600000
288406,Alejandro Grimaldo Garcia,9772,234,SL Benfica,SL Benfica,Portugal,Portugal Liga ZON Sagres,2015/2016,7000000
282470,Alejandro Pozuelo,9987,673,KRC Genk,KRC Genk,Belgium,Belgium Jupiler League,2015/2016,3000000
302911,Aleksandar Bjelica,8203,110724,KV Mechelen,KV Mechelen,Belgium,Belgium Jupiler League,2015/2016,650000
364496,Aleksandar Cavric,9987,673,KRC Genk,KRC Genk,Belgium,Belgium Jupiler League,2014/2015,450000
167094,Aleksandar Ignjovski,9810,1824,Eintracht Frankfurt,Eintracht Frankfurt,Germany,Germany 1. Bundesliga,2015/2016,1500000
16351,Aleksandar Kolarov,8456,10,Manchester City,Manchester City,England,England Premier League,2015/2016,11000000
426005,Aleksandar Kovacevic,8030,111091,Lechia Gdańsk,Lechia Gdańsk,Poland,Poland Ekstraklasa,2015/2016,800000
351860,Aleksandar Mitrovic,10261,13,Newcastle United,Newcastle United,England,England Premier League,2015/2016,12000000
280638,Aleksandar Pantic,8372,467,SD Eibar,SD Eibar,Spain,Spain LIGA BBVA,2015/2016,1500000
164519,Aleksandar Pesic,9941,1809,Toulouse FC,Toulouse FC,France,France Ligue 1,2015/2016,1500000
124144,Aleksandar Prijovic,8673,1871,Legia Warszawa,Legia Warszawa,Poland,Poland Ekstraklasa,2015/2016,1500000
69018,Aleksandar Todorovski,8021,110749,Zagłębie Lubin,Zagłębie Lubin,Poland,Poland Ekstraklasa,2015/2016,200000
156534,Aleksandar Tonev,9891,111657,Frosinone,Frosinone,Italy,Italy Serie A,2015/2016,800000
208852,Aleksandar Trajkovski,8540,1843,Palermo,Palermo,Italy,Italy Serie A,2015/2016,1000000
68839,Aleksander Kwiek,8020,2000002,Polonia Bytom,Polonia Bytom,Poland,Poland Ekstraklasa,2015/2016,100000
89828,Aleksandrs Fertovs,8245,111083,Korona Kielce,Korona Kielce,Poland,Poland Ekstraklasa,2015/2016,350000
395154,Alen Halilovic,9869,459,Real Sporting de Gijón,Real Sporting de Gijón,Spain,Spain LIGA BBVA,2015/2016,5000000
39145,Alesandro Cordaro,10000,15005,SV Zulte-Waregem,SV Zulte-Waregem,Belgium,Belgium Jupiler League,2015/2016,800000
39763,Alessandro Agostini,9876,206,Hellas Verona,Hellas Verona,Italy,Italy Serie A,2014/2015,300000
197848,Alessandro Cerigioni,1773,100087,Oud-Heverlee Leuven,Oud-Heverlee Leuven,Belgium,Belgium Jupiler League,2015/2016,500000
561819,Alessandro Damen,10218,1971,Excelsior,Excelsior,Netherlands,Netherlands Eredivisie,2014/2015,200000
41475,Alessandro Diamanti,8524,39,Atalanta,Atalanta,Italy,Italy Serie A,2015/2016,1000000
264842,Alessandro Florenzi,8686,52,Roma,Roma,Italy,Italy Serie A,2015/2016,22000000
42443,Alessandro Frara,9891,111657,Frosinone,Frosinone,Italy,Italy Serie A,2015/2016,200000
24504,Alessandro Gamberini,8533,192,Chievo Verona,Chievo Verona,Italy,Italy Serie A,2015/2016,400000
41816,Alessandro Gazzi,9804,54,Torino,Torino,Italy,Italy Serie A,2015/2016,700000
182843,Alessandro Iacobucci,10167,50,Parma,Parma,Italy,Italy Serie A,2014/2015,1300000
215725,Alessandro Longhi,7943,111974,Sassuolo,Sassuolo,Italy,Italy Serie A,2015/2016,800000
41411,Alessandro Matri,8543,46,Lazio,Lazio,Italy,Italy Serie A,2015/2016,1500000
620524,Alessandro Piu,8534,1746,Empoli,Empoli,Italy,Italy Serie A,2015/2016,700000
461357,Alessandro Schoepf,10189,34,FC Schalke 04,FC Schalke 04,Germany,Germany 1. Bundesliga,2015/2016,5000000
41269,Alessio Cerci,10233,110556,Genoa,Genoa,Italy,Italy Serie A,2015/2016,7000000
282706,Alessio Cragno,8529,1842,Cagliari,Cagliari,Italy,Italy Serie A,2014/2015,2500000
602306,Alessio Da Cruz,8611,1908,FC Twente,FC Twente,Netherlands,Netherlands Eredivisie,2015/2016,200000
362195,Alessio Romagnoli,8564,47,Milan,Milan,Italy,Italy Serie A,2015/2016,20000000
26564,Alex,8564,47,Milan,Milan,Italy,Italy Serie A,2015/2016,1000000
163838,Alex,7844,1887,Vitória Guimarães,Vitória Guimarães,Portugal,Portugal Liga ZON Sagres,2015/2016,600000
35480,Alex Bruce,8667,1952,Hull City,Hull City,England,England Premier League,2014/2015,1000000
213500,Alex Fernandez,8558,452,RCD Espanyol,RCD Espanyol,Spain,Spain LIGA BBVA,2014/2015,400000
447488,Alex Ferrari,9857,189,Bologna,Bologna,Italy,Italy Serie A,2015/2016,1000000
265618,Alex Goncalves,8348,1900,Moreirense FC,Moreirense FC,Portugal,Portugal Liga ZON Sagres,2014/2015,450000
396888,Alex Harris,8284,180,Dundee FC,Dundee FC,Scotland,Scotland Premier League,2014/2015,200000
430433,Alex Henshall,8597,82,Kilmarnock,Kilmarnock,Scotland,Scotland Premier League,2015/2016,100000
604785,Alex Iwobi,9825,1,Arsenal,Arsenal,England,England Premier League,2015/2016,8000000
470416,Alex Kakuba,7842,10020,Estoril Praia,Estoril Praia,Portugal,Portugal Liga ZON Sagres,2014/2015,500000
205034,Alex Lopez,9910,450,RC Celta de Vigo,RC Celta de Vigo,Spain,Spain LIGA BBVA,2014/2015,1800000
119079,Alex McCarthy,9826,1799,Crystal Palace,Crystal Palace,England,England Premier League,2015/2016,3000000
282689,Alex Menendez,9869,459,Real Sporting de Gijón,Real Sporting de Gijón,Spain,Spain LIGA BBVA,2015/2016,800000
196386,Alex Oxlade-Chamberlain,9825,1,Arsenal,Arsenal,England,England Premier League,2015/2016,20000000
157865,Alex Sandro,9885,45,Juventus,Juventus,Italy,Italy Serie A,2015/2016,28000000
262753,Alex Schalk,8649,631,Ross County FC,Ross County FC,Scotland,Scotland Premier League,2015/2016,400000
478988,Alex Soares,10212,1893,CS Marítimo,CS Marítimo,Portugal,Portugal Liga ZON Sagres,2015/2016,1000000
23678,Alex Song,8654,19,West Ham United,West Ham United,England,England Premier League,2015/2016,5000000
428672,Alex Telles,8636,44,Inter,Inter,Italy,Italy Serie A,2015/2016,8000000
41975,Alex Valentini,7896,2000003,Lugano,Lugano,Switzerland,Switzerland Super League,2015/2016,200000
186923,Alexander Bannink,8526,635,De Graafschap,De Graafschap,Netherlands,Netherlands Eredivisie,2015/2016,300000
27306,Alexander Baumjohann,8177,166,Hertha BSC Berlin,Hertha BSC Berlin,Germany,Germany 1. Bundesliga,2015/2016,1000000
118434,Alexander Buettner,8635,229,RSC Anderlecht,RSC Anderlecht,Belgium,Belgium Jupiler League,2015/2016,1500000
407765,Alexander Djiku,7794,58,SC Bastia,SC Bastia,France,France Ligue 1,2015/2016,600000
147735,Alexander Esswein,8406,100409,FC Augsburg,FC Augsburg,Germany,Germany 1. Bundesliga,2015/2016,2500000
31672,Alexander Farnerud,9804,54,Torino,Torino,Italy,Italy Serie A,2014/2015,600000
438780,Alexander Fransson,9931,896,FC Basel,FC Basel,Switzerland,Switzerland Super League,2015/2016,1500000
71764,Alexander Gerndt,10192,900,BSC Young Boys,BSC Young Boys,Switzerland,Switzerland Super League,2015/2016,2000000
