height (cm),weight (kg),Age,en_guncel_kayit,matches_played,position_confidence,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_score,defense_score,attack_score,midfield_score,goals,assists,yellow_cards,red_cards,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,position_CAM,position_CB,position_CM,position_GK,position_LAM,position_LB,position_LCB,position_LCM,position_LF,position_LM,position_LST,position_LW,position_LWB,position_RAM,position_RB,position_RCB,position_RCM,position_RF,position_RM,position_RST,position_RW,position_RWB,position_SS,position_ST,buildUpPlaySpeedClass_Balanced,buildUpPlaySpeedClass_Fast,buildUpPlaySpeedClass_Slow,buildUpPlayDribblingClass_Little,buildUpPlayDribblingClass_Lots,buildUpPlayDribblingClass_Normal,buildUpPlayPassingClass_Long,buildUpPlayPassingClass_Mixed,buildUpPlayPassingClass_Short,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPassingClass_Normal,chanceCreationPassingClass_Risky,chanceCreationPassingClass_Safe,chanceCreationCrossingClass_Little,chanceCreationCrossingClass_Lots,chanceCreationCrossingClass_Normal,chanceCreationShootingClass_Little,chanceCreationShootingClass_Lots,chanceCreationShootingClass_Normal,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defencePressureClass_Deep,defencePressureClass_High,defencePressureClass_Medium,defenceAggressionClass_Contain,defenceAggressionClass_Double,defenceAggressionClass_Press,defenceTeamWidthClass_Narrow,defenceTeamWidthClass_Normal,defenceTeamWidthClass_Wide,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,Age_Squared,Is_Over_30,Gelisim_Farki,Age_Group_U21,Age_Group_Peak_22_27,Age_Group_Deneyimli_28_32,Age_Group_Veteran_33_Plus,Age_Decay_Factor,Age_Decay_Adjusted_Rating
183,78,35,2016,6,1,65.0,65.0,77,41.0,65,64,42,57.0,53,65,64,67.0,63,55,62,65,63,74,68,67,69,60,84,68,54,50,63,65,71,71,8,11,13,14,9,11,69,53,61,0,0,4,0,64,45,37,38,49,51,36,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,44.2
180,68,24,2016,20,2,67.0,71.0,71,51.0,48,71,65,65.0,73,72,74,69.0,53,54,71,64,69,67,51,68,55,72,58,65,57,68,68,52,57,54,13,9,14,14,12,12,57,60,70,0,0,0,0,52,45,50,47,53,50,45,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,4.0,0,1,0,0,1.0,67.0
170,67,24,2016,10,1,70.0,78.0,46,36.0,50,81,40,58.0,50,45,67,74.0,74,78,69,62,79,73,91,91,42,59,70,69,48,64,57,63,80,60,7,6,13,9,10,9,68,49,72,0,1,2,0,46,41,65,57,54,40,37,53,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,8.0,0,1,0,0,1.0,70.0
183,73,32,2016,26,4,65.0,65.0,61,62.0,54,64,63,69.0,68,62,65,68.0,70,68,73,58,60,62,53,60,57,63,53,36,59,63,58,11,17,12,10,16,12,15,10,13,19,62,65,0,0,0,0,58,59,35,64,36,66,47,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,52.0
185,78,22,2016,23,4,73.0,81.0,43,33.0,76,71,33,55.0,33,35,69,65.0,67,70,63,74,61,60,73,69,80,31,76,65,41,45,41,72,77,75,9,9,14,14,9,11,72,42,63,1,1,4,0,51,77,41,49,69,31,48,48,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,8.0,0,1,0,0,1.0,73.0
180,72,24,2016,12,2,64.0,69.0,63,53.0,40,60,46,67.0,39,42,59,64.0,83,86,78,61,72,66,76,67,60,59,63,48,57,55,49,43,48,49,10,10,7,10,10,9,47,56,59,0,0,0,0,60,47,53,48,50,48,39,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,64.0
173,64,27,2015,13,2,66.0,68.0,63,60.0,33,61,55,70.0,66,67,53,67.0,82,81,90,59,86,72,81,68,56,56,27,21,60,64,64,22,36,24,13,10,7,8,13,10,26,62,61,0,0,0,0,38,53,33,53,58,53,60,58,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,66.0
196,90,24,2016,2,0,65.0,71.0,11,12.0,14,33,14,18.0,11,20,38,22.0,56,62,58,59,34,40,75,43,67,14,32,24,13,30,41,18,20,11,69,59,84,57,72,68,18,20,31,0,0,0,0,52,31,46,42,54,30,50,65,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,65.0
183,75,23,2016,32,3,70.0,80.0,58,55.0,44,71,59,66.0,63,52,61,69.0,68,69,64,72,65,58,55,76,67,57,83,76,57,62,64,64,73,66,10,12,7,12,11,10,70,57,66,3,2,15,0,62,51,52,59,55,52,37,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,10.0,0,1,0,0,1.0,70.0
173,61,23,2015,28,4,67.0,73.0,71,60.0,33,56,48,74.0,65,38,46,68.0,94,92,90,62,75,51,53,70,36,42,35,27,58,44,48,25,25,25,8,7,14,11,15,11,26,54,53,2,2,4,0,45,35,56,57,50,58,58,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,6.0,0,1,0,0,1.0,67.0
183,74,21,2016,13,3,55.0,65.0,45,34.0,45,67,41,46.0,38,41,60,56.0,67,70,58,60,61,52,60,60,58,41,56,41,53,52,42,41,46,43,12,8,9,15,11,11,42,45,59,2,0,3,0,61,57,37,62,50,53,45,47,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,441,0,10.0,1,0,0,0,1.0,55.0
188,84,31,2015,30,3,74.0,74.0,55,76.0,76,72,68,71.0,71,49,54,74.0,70,71,69,73,60,74,71,66,76,66,69,49,75,64,70,42,39,42,15,14,15,7,9,12,43,73,66,11,3,0,0,54,43,65,48,49,45,53,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,62.16
183,80,25,2015,36,1,78.0,83.0,62,56.0,61,82,56,73.0,70,67,81,73.0,79,72,73,80,62,68,71,81,75,67,83,81,41,72,68,73,75,72,13,9,16,15,7,12,75,55,77,1,4,1,0,43,43,51,59,50,55,47,45,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,78.0
193,92,33,2016,9,2,62.0,62.0,27,26.0,57,52,33,27.0,39,30,49,32.0,55,53,40,53,62,44,72,53,88,18,67,55,26,34,42,59,69,64,10,7,10,11,13,10,62,32,42,0,0,0,0,68,55,66,66,51,49,29,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,47.12
170,67,25,2016,36,4,76.0,79.0,75,27.0,60,70,51,69.0,61,60,69,70.0,88,84,86,75,92,69,92,92,32,72,76,72,59,47,60,73,75,77,13,5,9,8,14,10,74,52,64,0,2,7,0,66,43,36,59,64,63,46,66,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,3.0,0,1,0,0,1.0,76.0
173,75,28,2016,30,4,76.0,77.0,74,59.0,54,71,62,67.0,77,73,69,68.0,77,86,85,73,78,82,83,91,74,69,87,74,62,52,73,71,72,83,16,9,9,15,7,11,75,66,65,0,3,7,1,34,41,38,55,39,49,43,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,72.96
183,77,25,2016,4,1,69.0,74.0,58,69.0,69,62,76,64.0,50,30,53,72.0,67,70,71,64,68,71,72,71,79,59,46,39,74,52,69,24,37,34,13,9,13,13,7,11,34,73,60,0,0,0,0,58,53,44,54,53,53,38,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,69.0
183,75,22,2016,1,0,65.0,75.0,61,56.0,44,69,60,66.0,54,60,66,69.0,70,71,66,62,59,67,71,75,68,65,65,56,58,63,53,63,62,59,6,14,9,10,7,9,60,60,67,0,0,0,0,58,56,48,52,50,53,45,43,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,10.0,0,1,0,0,1.0,65.0
178,76,29,2016,26,2,70.0,71.0,66,71.0,66,66,64,69.0,58,56,62,67.0,83,82,76,68,76,72,84,72,61,68,72,36,69,65,65,24,28,32,6,7,15,15,14,11,30,69,65,0,0,0,0,42,40,47,37,67,30,46,45,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,1.0,0,0,1,0,0.92,64.4
188,85,22,2016,26,4,72.0,81.0,38,43.0,73,65,51,62.0,22,26,60,62.0,58,70,57,66,53,72,86,76,86,58,83,72,55,49,38,69,73,63,10,14,13,7,15,12,69,55,59,0,0,0,0,57,65,56,42,50,55,60,60,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,9.0,0,1,0,0,1.0,72.0
183,72,30,2016,13,2,73.0,73.0,53,36.0,72,66,25,37.0,39,28,59,66.0,65,52,65,75,71,50,79,64,76,37,86,69,29,47,43,74,75,71,8,12,12,15,16,13,72,35,60,1,0,4,0,63,37,58,42,56,36,49,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,64.24
185,84,28,2016,17,2,77.0,78.0,78,40.0,79,69,60,71.0,64,62,66,73.0,79,82,72,75,58,74,78,85,79,75,74,75,66,49,52,73,77,77,15,11,10,14,14,13,76,60,64,0,2,4,0,36,56,38,49,52,29,50,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,73.92
183,78,35,2016,30,4,82.0,82.0,55,86.0,95,69,82,73.0,62,55,47,78.0,70,72,54,85,58,81,94,73,82,77,83,24,87,74,76,47,45,50,14,10,9,15,9,11,42,84,67,20,6,9,0,46,46,39,50,60,36,49,57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,55.76
173,66,27,2016,20,3,77.0,79.0,83,63.0,35,80,72,78.0,85,86,81,79.0,76,68,87,81,84,74,68,65,46,73,28,35,68,80,66,23,24,27,15,10,12,7,10,11,27,69,80,5,6,0,0,48,55,41,38,51,40,35,50,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,77.0
183,82,25,2016,34,4,73.0,79.0,64,75.0,68,65,72,75.0,37,71,51,75.0,76,74,73,64,63,76,62,81,80,73,68,23,74,59,71,21,21,24,10,14,10,8,11,10,22,74,63,12,2,5,0,62,50,45,48,54,53,43,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,6.0,0,1,0,0,1.0,73.0
191,80,28,2016,6,1,67.0,71.0,46,38.0,62,57,41,39.0,36,34,54,52.0,51,55,46,62,48,54,61,66,87,35,82,63,39,38,45,66,72,62,12,8,8,13,7,10,66,43,50,0,0,2,0,62,36,65,71,42,65,36,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,784,0,4.0,0,0,1,0,0.96,64.32
183,80,22,2015,10,3,63.0,73.0,67,52.0,52,63,46,66.0,53,55,54,68.0,65,68,63,67,58,73,63,72,70,64,61,58,62,55,47,59,64,61,14,8,12,9,9,10,61,58,60,0,0,0,0,58,49,42,54,52,52,37,37,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,10.0,0,1,0,0,1.0,63.0
183,85,28,2015,35,4,90.0,90.0,77,90.0,77,82,87,88.0,86,84,64,91.0,88,78,86,91,60,88,69,87,76,85,78,41,91,84,85,30,45,38,27,25,31,33,37,31,39,89,80,40,16,6,0,36,35,51,36,49,56,61,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,784,0,0.0,0,0,1,0,0.96,86.39999999999999
191,83,31,2015,2,0,67.0,67.0,25,25.0,25,38,21,25.0,25,25,33,24.0,46,47,38,58,45,47,66,31,62,25,44,23,25,24,39,25,25,25,68,68,64,65,70,67,25,30,30,0,0,0,0,56,40,55,54,49,56,38,37,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,56.28
178,70,21,2016,6,1,65.0,75.0,60,57.0,43,67,64,73.0,62,65,61,68.0,70,67,78,63,72,59,53,60,56,54,28,22,59,67,55,15,22,19,12,10,7,13,15,11,19,60,66,0,0,0,0,62,48,52,66,59,58,51,58,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,441,0,10.0,1,0,0,0,1.0,65.0
185,75,19,2016,9,1,63.0,76.0,52,62.0,61,67,47,70.0,40,34,55,70.0,71,72,68,67,64,64,67,64,57,45,45,35,56,52,59,37,35,32,6,11,8,14,10,10,35,57,61,0,1,2,0,55,32,55,57,59,54,49,47,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,361,0,13.0,1,0,0,0,1.0,63.0
193,77,28,2016,8,2,64.0,65.0,51,42.0,71,64,45,63.0,58,60,61,66.0,65,53,60,56,43,61,71,74,76,52,67,58,56,52,54,64,67,65,9,7,13,8,16,11,64,51,61,0,0,0,0,61,49,66,67,64,55,38,49,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,61.44
188,80,28,2016,16,1,70.0,72.0,52,74.0,66,76,66,75.0,57,49,53,78.0,39,46,67,58,61,75,28,61,78,71,40,28,74,74,70,31,39,13,11,13,11,8,16,12,28,72,70,4,1,3,0,48,37,49,48,52,58,33,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,784,0,2.0,0,0,1,0,0.96,67.2
173,70,30,2015,5,1,71.0,71.0,71,61.0,55,65,63,76.0,68,57,56,73.0,84,88,78,73,80,81,76,66,60,64,62,48,72,65,58,30,39,36,13,10,16,14,11,13,38,69,65,0,0,5,0,62,36,65,71,42,65,36,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,62.48
185,71,21,2016,25,4,72.0,83.0,57,47.0,56,81,51,66.0,47,47,78,73.0,73,71,72,76,64,55,57,76,58,56,63,73,53,73,50,59,68,69,6,14,16,11,7,11,67,52,76,0,0,5,0,71,37,40,70,44,49,65,71,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,441,0,11.0,1,0,0,0,1.0,72.0
188,72,26,2016,18,3,78.0,82.0,67,51.0,75,69,48,60.0,55,46,69,65.0,68,72,69,78,71,61,75,74,77,57,74,80,51,61,51,82,85,80,15,6,15,15,7,12,82,53,66,1,0,4,1,59,51,30,28,44,46,51,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,676,0,4.0,0,1,0,0,1.0,78.0
168,61,27,2016,26,4,66.0,68.0,65,50.0,54,70,56,62.0,61,63,59,67.0,74,76,83,66,92,59,79,80,30,62,77,67,64,66,54,64,66,55,16,10,10,6,11,11,63,57,66,0,0,0,0,54,49,38,53,51,52,50,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,66.0
188,83,22,2016,19,2,65.0,73.0,61,66.0,67,64,53,67.0,42,28,47,71.0,58,62,54,66,58,72,55,62,76,57,62,22,64,54,56,15,24,18,6,12,13,8,15,11,20,64,59,3,2,1,0,48,55,41,38,51,40,35,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,8.0,0,1,0,0,1.0,65.0
175,74,28,2016,19,3,68.0,69.0,62,47.0,41,69,48,79.0,62,46,57,69.0,84,82,76,55,74,56,37,45,49,53,55,23,61,74,57,32,31,37,12,16,10,10,7,11,31,53,67,1,4,0,0,43,36,57,46,50,38,42,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,65.28
188,82,31,2015,7,2,68.0,68.0,13,12.0,11,12,11,11.0,17,13,12,34.0,31,32,46,67,30,12,57,28,76,16,29,19,12,43,13,13,13,13,69,66,65,66,73,68,15,12,25,0,0,0,0,52,49,54,45,42,53,42,47,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,57.12
185,80,29,2016,22,3,70.0,70.0,35,23.0,69,57,23,18.0,35,36,55,56.0,32,53,48,66,40,25,65,71,79,21,71,70,41,47,65,77,73,68,6,8,7,7,7,7,72,28,54,0,0,0,0,42,52,45,42,57,47,51,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,64.4
183,73,28,2016,16,2,65.0,66.0,51,55.0,59,62,42,51.0,33,62,53,62.0,72,53,63,70,66,64,74,81,64,51,79,64,55,65,51,62,65,63,16,7,13,10,14,12,64,54,61,0,0,0,0,50,55,35,51,51,55,45,55,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,62.4
183,74,37,2016,26,3,72.0,72.0,78,53.0,70,77,73,69.0,73,69,72,74.0,51,34,66,72,59,79,70,55,68,68,77,73,68,72,75,75,73,73,8,10,5,11,6,8,74,68,74,1,1,5,0,58,35,56,52,61,51,47,43,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1369,1,0.0,0,0,0,1,0.6,43.2
175,75,24,2016,9,2,66.0,72.0,56,65.0,50,75,54,63.0,60,40,68,65.0,78,80,74,65,76,57,49,73,56,58,56,36,62,65,31,20,23,25,8,10,7,15,14,11,26,60,68,2,0,0,0,56,40,66,55,52,38,40,50,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,66.0
191,82,24,2015,3,0,62.0,69.0,32,68.0,78,48,55,49.0,42,31,32,61.0,55,55,44,54,33,64,54,62,90,53,52,25,61,57,62,29,24,28,6,9,9,9,7,8,27,62,50,0,0,0,0,52,46,50,57,55,32,48,45,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,7.0,0,1,0,0,1.0,62.0
183,72,20,2016,2,0,52.0,65.0,45,39.0,45,56,32,51.0,47,43,52,56.0,61,64,52,51,62,49,59,55,52,41,50,44,54,46,41,31,45,43,5,4,7,8,6,6,41,44,53,0,0,1,0,66,31,41,53,44,66,39,49,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,13.0,1,0,0,0,1.0,52.0
175,67,31,2016,31,3,80.0,80.0,68,70.0,55,82,76,78.0,70,71,81,77.0,77,77,79,82,79,83,72,82,73,81,83,84,68,75,61,70,79,76,12,11,5,13,7,10,77,74,79,2,2,8,0,59,35,29,38,36,24,48,47,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,67.2
183,69,23,2016,4,1,66.0,74.0,58,66.0,50,62,60,67.0,65,38,56,72.0,78,76,82,68,67,69,57,71,61,71,55,45,69,63,60,29,32,31,16,15,12,8,14,13,34,66,63,0,0,0,0,60,58,53,55,49,45,48,42,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,8.0,0,1,0,0,1.0,66.0
